ID,Age,Gender,Group,Routine,NBlocks,NSets4Block,Block,Set,SetInd,Triplet,Type,Prime1Dur,Prime2Dur,Prime3Dur,Named1Dur,Named2Dur,Named1Snd2VisDelay,Named2Snd2VisDelay,TargetSnd2VisDelay,Named1StmCode,Named2StmCode,TargetCode,TargetNRsp,TargetACC,TargetRT,TargetRTThresh,TargetRewardGiven?,
38,19,2,1,3,10,5,1,1,1,1,3,117,117,117,832,834,200,200,200,1003,2,1004,1,1,1160,960,0,
38,19,2,1,3,10,5,1,1,1,2,7,117,117,117,833,834,200,200,200,110,105,129,1,1,704,960,0,
38,19,2,1,3,10,5,1,1,1,3,8,116,117,117,833,833,200,200,200,105,129,111,1,1,984,952,0,
38,19,2,1,3,10,5,1,1,1,4,1,117,117,116,833,834,200,200,200,1001,1,1002,1866,0,1697,952,0,
38,19,2,1,3,10,5,1,1,1,5,6,116,116,117,834,834,200,200,200,1006,110,1007,1,1,632,962,0,
38,19,2,1,3,10,5,1,1,1,6,4,117,117,117,834,833,200,200,200,1003,2,1005,1,1,830,960,0,
38,19,2,1,3,10,5,1,1,1,7,5,117,117,117,833,833,200,200,200,1006,118,1007,1,1,727,943,0,
38,19,2,1,3,10,5,1,1,1,8,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,1095,943,0,
38,19,2,1,3,10,5,1,2,2,1,4,117,116,117,833,833,200,200,200,1003,2,1005,1,1,691,943,0,
38,19,2,1,3,10,5,1,2,2,2,6,117,116,117,834,833,200,200,200,1006,132,1007,1,1,823,943,0,
38,19,2,1,3,10,5,1,2,2,3,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,895,935,0,
38,19,2,1,3,10,5,1,2,2,4,7,117,117,117,833,833,200,200,200,132,131,114,1,1,868,927,0,
38,19,2,1,3,10,5,1,2,2,5,5,117,117,117,833,833,200,200,200,1006,141,1007,1,1,655,917,0,
38,19,2,1,3,10,5,1,2,2,6,8,116,117,117,833,833,200,200,200,131,114,146,1,1,1010,905,0,
38,19,2,1,3,10,5,1,2,2,7,1,117,116,117,834,833,200,200,200,1001,1,1002,1,1,1047,905,0,
38,19,2,1,3,10,5,1,2,2,8,3,117,116,117,833,834,200,200,200,1003,2,1004,1,1,748,905,0,
38,19,2,1,3,10,5,1,3,3,1,8,117,117,117,833,833,200,200,200,140,147,113,1,1,633,881,0,
38,19,2,1,3,10,5,1,3,3,2,3,116,117,116,833,833,200,200,200,1003,2,1004,1,1,830,849,0,
38,19,2,1,3,10,5,1,3,3,3,5,116,117,117,833,833,200,200,200,1006,146,1007,1,1,659,849,0,
38,19,2,1,3,10,5,1,3,3,4,1,117,117,117,833,833,200,200,200,1001,1,1002,1,1,894,830,0,
38,19,2,1,3,10,5,1,3,3,5,7,117,117,116,833,833,200,200,200,103,140,147,1,1,556,830,0,
38,19,2,1,3,10,5,1,3,3,6,4,116,117,116,833,833,200,200,200,1003,2,1005,1,1,837,826,0,
38,19,2,1,3,10,5,1,3,3,7,6,116,117,116,833,833,200,200,200,1006,103,1007,1,1,550,830,0,
38,19,2,1,3,10,5,1,3,3,8,2,118,117,117,832,833,200,200,200,1001,1,1002,1,1,695,826,0,
38,19,2,1,3,10,5,1,4,4,1,7,117,116,117,833,833,200,200,200,118,146,145,1,1,826,786,0,
38,19,2,1,3,10,5,1,4,4,2,5,117,117,116,833,833,200,200,200,1006,112,1007,1,1,790,824,0,
38,19,2,1,3,10,5,1,4,4,3,3,116,116,117,833,834,200,200,200,1003,2,1004,1,1,717,806,0,
38,19,2,1,3,10,5,1,4,4,4,1,117,117,116,833,834,200,200,200,1001,1,1002,1,1,722,806,0,
38,19,2,1,3,10,5,1,4,4,5,4,117,116,117,834,833,200,200,200,1003,2,1005,1,1,731,769,0,
38,19,2,1,3,10,5,1,4,4,6,6,117,117,117,833,833,200,200,200,1006,118,1007,1,1,527,769,0,
38,19,2,1,3,10,5,1,4,4,7,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,837,740,0,
38,19,2,1,3,10,5,1,4,4,8,8,117,117,117,833,833,200,200,200,146,145,105,1,1,759,740,0,
38,19,2,1,3,10,5,1,5,5,1,5,117,117,117,833,833,200,200,200,1006,134,1007,1,1,849,740,0,
38,19,2,1,3,10,5,1,5,5,2,7,117,117,117,833,833,200,200,200,137,110,115,820,0,1009,754,0,
38,19,2,1,3,10,5,1,5,5,3,8,116,117,117,833,833,200,200,200,110,115,130,1,1,911,754,0,
38,19,2,1,3,10,5,1,5,5,4,1,117,116,117,834,833,200,200,200,1001,1,1002,1,1,779,754,0,
38,19,2,1,3,10,5,1,5,5,5,4,117,116,116,834,833,200,200,200,1003,2,1005,1,1,796,769,0,
38,19,2,1,3,10,5,1,5,5,6,6,116,117,117,833,833,200,200,200,1006,137,1007,1,1,932,784,0,
38,19,2,1,3,10,5,1,5,5,7,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,591,784,0,
38,19,2,1,3,10,5,1,5,5,8,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,893,784,0,
38,19,2,1,3,10,5,2,1,6,1,8,118,117,117,832,833,200,200,200,143,123,146,1,1,923,784,0,
38,19,2,1,3,10,5,2,1,6,2,5,116,117,116,833,833,200,200,200,1006,103,1007,1,1,804,793,0,
38,19,2,1,3,10,5,2,1,6,3,3,116,117,117,833,833,200,200,200,1003,2,1004,1,1,803,793,0,
38,19,2,1,3,10,5,2,1,6,4,2,116,117,117,833,833,200,200,200,1001,1,1002,1,1,999,799,0,
38,19,2,1,3,10,5,2,1,6,5,4,116,117,117,833,833,200,200,200,1003,2,1005,1,1,757,803,0,
38,19,2,1,3,10,5,2,1,6,6,1,117,116,117,834,833,200,200,200,1001,1,1002,1,1,732,799,0,
38,19,2,1,3,10,5,2,1,6,7,6,117,116,117,833,833,200,200,200,1006,129,1007,1,1,801,799,0,
38,19,2,1,3,10,5,2,1,6,8,7,117,117,117,833,833,200,200,200,129,143,123,1,1,1235,802,0,
38,19,2,1,3,10,5,2,2,7,1,6,117,116,116,833,833,200,200,200,1006,120,1007,1,1,803,803,0,
38,19,2,1,3,10,5,2,2,7,2,8,117,117,117,832,833,200,200,200,141,152,130,1,1,621,804,0,
38,19,2,1,3,10,5,2,2,7,3,1,116,117,117,833,833,200,200,200,1001,1,1002,1,1,787,804,0,
38,19,2,1,3,10,5,2,2,7,4,4,116,117,117,833,833,200,200,200,1003,2,1005,1,1,1404,803,0,
38,19,2,1,3,10,5,2,2,7,5,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,889,804,0,
38,19,2,1,3,10,5,2,2,7,6,5,117,117,117,833,833,200,200,200,1006,146,1007,1,1,756,804,0,
38,19,2,1,3,10,5,2,2,7,7,7,116,118,117,833,833,200,200,200,120,141,152,1,1,805,803,0,
38,19,2,1,3,10,5,2,2,7,8,3,116,117,117,833,832,200,200,200,1003,2,1004,1,1,639,803,0,
38,19,2,1,3,10,5,2,3,8,1,1,116,117,117,833,833,200,200,200,1001,1,1002,900,0,997,803,0,
38,19,2,1,3,10,5,2,3,8,2,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,796,804,0,
38,19,2,1,3,10,5,2,3,8,3,5,117,117,117,833,833,200,200,200,1006,114,1007,1,1,751,803,0,
38,19,2,1,3,10,5,2,3,8,4,8,117,117,117,832,899,200,200,200,145,125,101,1,1,646,803,0,
38,19,2,1,3,10,5,2,3,8,5,2,116,117,116,833,834,200,200,200,1001,1,1002,1,1,872,802,0,
38,19,2,1,3,10,5,2,3,8,6,4,117,116,117,833,834,200,200,200,1003,2,1005,1,1,805,802,0,
38,19,2,1,3,10,5,2,3,8,7,7,116,116,116,834,834,200,200,200,108,145,125,1,1,822,802,0,
38,19,2,1,3,10,5,2,3,8,8,6,117,117,117,833,833,200,200,200,1006,108,1007,1,1,519,802,0,
38,19,2,1,3,10,5,2,4,9,1,2,117,116,117,833,833,200,201,200,1001,1,1002,1,1,771,798,0,
38,19,2,1,3,10,5,2,4,9,2,5,117,117,117,833,833,200,200,200,1006,112,1007,1,1,668,798,0,
38,19,2,1,3,10,5,2,4,9,3,8,117,117,117,833,833,200,200,200,102,115,147,1,1,1416,798,0,
38,19,2,1,3,10,5,2,4,9,4,1,117,116,117,833,833,200,200,200,1001,1,1002,1,1,847,800,0,
38,19,2,1,3,10,5,2,4,9,5,4,117,116,117,833,833,200,200,200,1003,2,1005,696,0,1129,800,0,
38,19,2,1,3,10,5,2,4,9,6,7,116,117,117,834,833,200,200,200,117,102,115,1,1,733,800,0,
38,19,2,1,3,10,5,2,4,9,7,3,117,116,117,833,833,200,200,200,1003,2,1004,1,1,786,800,0,
38,19,2,1,3,10,5,2,4,9,8,6,117,117,117,833,833,200,200,200,1006,117,1007,1,1,534,800,0,
38,19,2,1,3,10,5,2,5,10,1,3,117,116,117,833,834,200,200,200,1003,2,1004,1,1,889,791,0,
38,19,2,1,3,10,5,2,5,10,2,7,116,117,117,833,833,200,200,200,119,135,134,1,1,609,791,0,
38,19,2,1,3,10,5,2,5,10,3,5,116,117,116,833,833,200,200,200,1006,123,1007,1,1,608,791,0,
38,19,2,1,3,10,5,2,5,10,4,8,117,116,118,833,833,200,200,200,135,134,147,1,1,865,779,0,
38,19,2,1,3,10,5,2,5,10,5,4,117,117,116,833,833,200,200,200,1003,2,1005,1,1,905,791,0,
38,19,2,1,3,10,5,2,5,10,6,1,116,116,117,833,833,200,200,200,1001,1,1002,1,1,1092,791,0,
38,19,2,1,3,10,5,2,5,10,7,6,117,117,117,833,833,200,200,200,1006,119,1007,1,1,939,796,0,
38,19,2,1,3,10,5,2,5,10,8,2,117,117,117,833,834,200,200,200,1001,1,1002,1,1,792,813,0,
38,19,2,1,3,10,5,3,1,11,1,3,116,117,117,833,833,200,200,200,1003,2,1004,1,1,533,813,0,
38,19,2,1,3,10,5,3,1,11,2,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,935,799,0,
38,19,2,1,3,10,5,3,1,11,3,5,116,116,117,833,833,200,200,200,1006,105,1007,1,1,849,807,0,
38,19,2,1,3,10,5,3,1,11,4,8,117,117,117,832,833,200,200,200,133,126,139,1,1,905,820,0,
38,19,2,1,3,10,5,3,1,11,5,7,117,116,117,834,833,200,200,200,135,133,126,1,1,881,848,0,
38,19,2,1,3,10,5,3,1,11,6,1,117,116,116,833,834,200,200,200,1001,1,1002,1,1,932,857,0,
38,19,2,1,3,10,5,3,1,11,7,4,117,117,117,833,833,200,200,200,1003,2,1005,1,1,873,873,0,
38,19,2,1,3,10,5,3,1,11,8,6,117,117,117,833,833,200,200,200,1006,135,1007,1,1,672,869,0,
38,19,2,1,3,10,5,3,2,12,1,1,116,117,117,833,833,200,200,200,1001,1,1002,1,1,923,869,0,
38,19,2,1,3,10,5,3,2,12,2,5,117,117,117,833,833,200,200,200,1006,105,1007,1,1,670,869,0,
38,19,2,1,3,10,5,3,2,12,3,4,116,117,117,833,833,200,200,200,1003,2,1005,1,1,864,869,0,
38,19,2,1,3,10,5,3,2,12,4,7,117,117,117,833,833,200,200,200,134,107,144,1,1,1009,869,0,
38,19,2,1,3,10,5,3,2,12,5,2,117,118,117,833,832,200,200,200,1001,1,1002,1,1,779,877,0,
38,19,2,1,3,10,5,3,2,12,6,3,117,117,116,833,834,200,200,200,1003,2,1004,1,1,902,869,0,
38,19,2,1,3,10,5,3,2,12,7,6,117,117,117,833,833,200,200,200,1006,134,1007,1,1,682,877,0,
38,19,2,1,3,10,5,3,2,12,8,8,117,117,116,833,833,200,200,200,107,144,145,1,1,663,877,0,
38,19,2,1,3,10,5,3,3,13,1,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,799,877,0,
38,19,2,1,3,10,5,3,3,13,2,2,117,117,116,833,833,200,200,200,1001,1,1002,1,1,919,868,0,
38,19,2,1,3,10,5,3,3,13,3,5,116,117,116,833,833,200,200,200,1006,116,1007,1,1,503,868,0,
38,19,2,1,3,10,5,3,3,13,4,4,117,117,117,833,833,200,200,200,1003,2,1005,878,0,1179,856,0,
38,19,2,1,3,10,5,3,3,13,5,1,117,116,117,834,833,200,200,200,1001,1,1002,1,1,900,868,0,
38,19,2,1,3,10,5,3,3,13,6,8,117,117,117,899,833,200,200,200,125,146,102,1,1,915,877,0,
38,19,2,1,3,10,5,3,3,13,7,7,117,117,117,833,899,200,200,200,148,125,146,1,1,927,877,0,
38,19,2,1,3,10,5,3,3,13,8,6,117,117,117,833,833,200,200,200,1006,148,1007,1,1,553,890,0,
38,19,2,1,3,10,5,3,4,14,1,4,117,116,116,834,834,200,200,200,1003,2,1005,1,1,731,877,0,
38,19,2,1,3,10,5,3,4,14,2,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,830,868,0,
38,19,2,1,3,10,5,3,4,14,3,8,117,117,116,833,833,200,200,200,103,147,124,1,1,769,847,0,
38,19,2,1,3,10,5,3,4,14,4,5,116,116,117,833,833,200,200,200,1006,152,1007,1,1,756,815,0,
38,19,2,1,3,10,5,3,4,14,5,7,117,117,117,833,833,200,200,200,113,103,147,1,1,806,815,0,
38,19,2,1,3,10,5,3,4,14,6,1,117,116,117,833,833,200,200,200,1001,1,1002,1,1,761,803,0,
38,19,2,1,3,10,5,3,4,14,7,6,117,116,117,833,833,200,200,200,1006,113,1007,1,1,660,803,0,
38,19,2,1,3,10,5,3,4,14,8,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,811,789,0,
38,19,2,1,3,10,5,3,5,15,1,8,117,117,117,900,833,200,200,200,125,114,134,1,1,802,789,0,
38,19,2,1,3,10,5,3,5,15,2,1,115,116,116,834,833,200,200,200,1001,1,1002,1,1,909,801,0,
38,19,2,1,3,10,5,3,5,15,3,6,117,116,117,834,833,200,200,200,1006,104,1007,1,1,808,801,0,
38,19,2,1,3,10,5,3,5,15,4,7,117,116,117,834,900,200,200,200,104,125,114,1,1,921,804,0,
38,19,2,1,3,10,5,3,5,15,5,4,117,117,117,833,833,200,200,200,1003,2,1005,1,1,833,807,0,
38,19,2,1,3,10,5,3,5,15,6,5,116,117,116,833,834,200,200,200,1006,140,1007,1,1,561,809,0,
38,19,2,1,3,10,5,3,5,15,7,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,883,807,0,
