ID,Age,Gender,Group,Routine,NBlocks,NSets4Block,Block,Set,SetInd,Triplet,Type,Prime1Dur,Prime2Dur,Prime3Dur,Named1Dur,Named2Dur,Named1Snd2VisDelay,Named2Snd2VisDelay,TargetSnd2VisDelay,Named1StmCode,Named2StmCode,TargetCode,TargetNRsp,TargetACC,TargetRT,TargetRTThresh,TargetRewardGiven?,
20,22,1,1,2,10,5,1,1,1,1,3,117,116,117,833,833,200,200,200,1003,2,1004,1,1,687,985,0,
20,22,1,1,2,10,5,1,1,1,2,7,117,117,117,833,833,200,200,200,110,105,129,1,1,922,965,0,
20,22,1,1,2,10,5,1,1,1,3,8,117,116,117,833,833,200,200,200,105,129,111,547,0,1542,941,0,
20,22,1,1,2,10,5,1,1,1,4,1,117,116,117,833,834,200,200,200,1001,1,1002,1,1,878,965,0,
20,22,1,1,2,10,5,1,1,1,5,6,117,117,117,833,833,200,200,200,1006,110,1007,1,1,867,965,0,
20,22,1,1,2,10,5,1,1,1,6,4,117,116,116,833,834,200,200,200,1003,2,1005,1,1,903,941,0,
20,22,1,1,2,10,5,1,1,1,7,5,117,117,116,833,833,200,200,200,1006,118,1007,1,1,1011,924,0,
20,22,1,1,2,10,5,1,1,1,8,2,117,115,117,834,833,200,200,200,1001,1,1002,1,1,867,924,0,
20,22,1,1,2,10,5,1,2,2,1,7,117,117,117,833,833,200,200,200,115,136,117,1,1,1011,912,0,
20,22,1,1,2,10,5,1,2,2,2,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,676,912,0,
20,22,1,1,2,10,5,1,2,2,3,8,116,117,117,834,833,200,200,200,136,117,147,1,1,955,890,0,
20,22,1,1,2,10,5,1,2,2,4,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,759,890,0,
20,22,1,1,2,10,5,1,2,2,5,6,117,117,117,833,833,200,200,200,1006,115,1007,1,1,834,890,0,
20,22,1,1,2,10,5,1,2,2,6,1,116,117,117,833,833,200,200,200,1001,1,1002,1,1,1116,878,0,
20,22,1,1,2,10,5,1,2,2,7,4,117,117,116,833,833,200,200,200,1003,2,1005,1,1,903,890,0,
20,22,1,1,2,10,5,1,2,2,8,5,116,117,115,833,835,200,200,200,1006,107,1007,1,1,759,890,0,
20,22,1,1,2,10,5,1,3,3,1,3,116,117,117,834,833,200,200,200,1003,2,1004,1,1,625,890,0,
20,22,1,1,2,10,5,1,3,3,2,2,116,116,116,833,833,200,200,200,1001,1,1002,1,1,1065,890,0,
20,22,1,1,2,10,5,1,3,3,3,4,116,117,116,833,833,200,200,200,1003,2,1005,1,1,961,903,0,
20,22,1,1,2,10,5,1,3,3,4,7,117,117,117,833,833,200,200,200,104,120,116,1,1,1231,903,0,
