ID,Age,Gender,Group,Routine,NBlocks,NSets4Block,Block,Set,SetInd,Triplet,Type,Prime1Dur,Prime2Dur,Prime3Dur,Named1Dur,Named2Dur,Named1Snd2VisDelay,Named2Snd2VisDelay,TargetSnd2VisDelay,Named1StmCode,Named2StmCode,TargetCode,TargetNRsp,TargetACC,TargetRT,TargetRTThresh,TargetRewardGiven?,
024,0,1,1,2,10,5,1,1,1,1,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,720,918,0,
024,0,1,1,2,10,5,1,1,1,2,7,117,117,117,832,833,200,200,200,110,105,129,1,1,590,918,0,
024,0,1,1,2,10,5,1,1,1,3,8,117,116,117,834,833,200,200,200,105,129,111,1,1,714,908,0,
024,0,1,1,2,10,5,1,1,1,4,1,117,117,117,833,833,200,200,200,1001,1,1002,1,1,798,837,0,
024,0,1,1,2,10,5,1,1,1,5,6,116,117,117,833,834,200,200,200,1006,110,1007,1,1,929,837,0,
024,0,1,1,2,10,5,1,1,1,6,4,117,116,116,833,833,200,200,200,1003,2,1005,1,1,735,865,0,
024,0,1,1,2,10,5,1,1,1,7,5,117,117,117,833,833,200,200,200,1006,118,1007,1,1,741,800,0,
024,0,1,1,2,10,5,1,1,1,8,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,906,799,0,
024,0,1,1,2,10,5,1,2,2,1,6,116,116,117,833,833,200,200,200,1006,105,1007,1,1,713,799,0,
024,0,1,1,2,10,5,1,2,2,2,8,116,116,117,833,900,200,200,200,125,127,130,1,1,656,791,0,
024,0,1,1,2,10,5,1,2,2,3,2,117,116,116,833,833,200,200,200,1001,1,1002,1,1,908,768,0,
024,0,1,1,2,10,5,1,2,2,4,4,117,116,118,834,833,200,200,200,1003,2,1005,1,1,789,768,0,
024,0,1,1,2,10,5,1,2,2,5,7,116,110,117,840,833,200,200,200,105,125,127,1,1,908,768,0,
024,0,1,1,2,10,5,1,2,2,6,1,117,117,116,833,833,200,200,200,1001,1,1002,1,1,1057,768,0,
024,0,1,1,2,10,5,1,2,2,7,3,123,117,117,826,833,200,200,200,1003,2,1004,1,1,1133,787,0,
024,0,1,1,2,10,5,1,2,2,8,5,117,117,117,833,833,200,200,200,1006,123,1007,1,1,676,787,0,
024,0,1,1,2,10,5,1,3,3,1,7,117,117,117,834,833,200,200,200,121,138,116,1,1,910,768,0,
024,0,1,1,2,10,5,1,3,3,2,6,117,117,117,833,833,200,200,200,1006,121,1007,1,1,817,768,0,
024,0,1,1,2,10,5,1,3,3,3,1,117,117,116,833,833,200,200,200,1001,1,1002,1,1,859,771,0,
024,0,1,1,2,10,5,1,3,3,4,3,116,117,117,833,833,200,200,200,1003,2,1004,1,1,969,794,0,
024,0,1,1,2,10,5,1,3,3,5,5,113,117,117,833,833,200,200,200,1006,125,1007,1,1,679,808,0,
024,0,1,1,2,10,5,1,3,3,6,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,1360,808,0,
024,0,1,1,2,10,5,1,3,3,7,8,117,117,117,834,832,200,200,200,138,116,135,1,1,866,838,0,
024,0,1,1,2,10,5,1,3,3,8,4,117,116,116,834,833,200,200,200,1003,2,1005,1,1,1049,862,0,
024,0,1,1,2,10,5,1,4,4,1,1,116,117,116,833,834,200,201,200,1001,1,1002,1,1,812,886,0,
024,0,1,1,2,10,5,1,4,4,2,6,116,117,117,833,833,200,200,200,1006,130,1007,1,1,848,862,0,
024,0,1,1,2,10,5,1,4,4,3,2,117,117,116,833,834,200,200,200,1001,1,1002,1,1,782,862,0,
024,0,1,1,2,10,5,1,4,4,4,4,120,116,116,830,833,200,200,200,1003,2,1005,1,1,644,862,0,
024,0,1,1,2,10,5,1,4,4,5,8,117,116,117,834,833,200,200,200,116,112,129,1,1,794,854,0,
024,0,1,1,2,10,5,1,4,4,6,3,116,117,117,834,833,200,200,200,1003,2,1004,1,1,910,854,0,
024,0,1,1,2,10,5,1,4,4,7,5,117,116,117,834,833,200,200,200,1006,122,1007,1,1,714,862,0,
024,0,1,1,2,10,5,1,4,4,8,7,116,117,116,833,834,200,200,200,130,116,112,1,1,931,854,0,
024,0,1,1,2,10,5,1,5,5,1,8,117,117,118,833,833,200,200,200,101,136,119,1,1,810,862,0,
024,0,1,1,2,10,5,1,5,5,2,3,117,116,116,834,833,200,200,200,1003,2,1004,1,1,914,854,0,
024,0,1,1,2,10,5,1,5,5,3,6,117,117,117,833,833,200,200,200,1006,123,1007,1,1,779,854,0,
024,0,1,1,2,10,5,1,5,5,4,1,117,117,117,833,833,200,200,200,1001,1,1002,1,1,810,833,0,
024,0,1,1,2,10,5,1,5,5,5,7,117,117,116,833,833,200,200,200,123,101,136,1,1,818,833,0,
024,0,1,1,2,10,5,1,5,5,6,4,117,117,117,833,833,200,200,200,1003,2,1005,1,1,739,818,0,
024,0,1,1,2,10,5,1,5,5,7,5,117,116,117,833,833,200,200,200,1006,151,1007,1,1,698,815,0,
024,0,1,1,2,10,5,1,5,5,8,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,693,811,0,
024,0,1,1,2,10,5,2,1,6,1,3,115,117,117,833,833,200,200,200,1003,2,1004,1,1,597,810,0,
024,0,1,1,2,10,5,2,1,6,2,1,117,117,116,833,834,200,200,200,1001,1,1002,1,1,602,810,0,
024,0,1,1,2,10,5,2,1,6,3,7,117,117,117,833,833,200,200,200,115,141,116,1,1,755,802,0,
024,0,1,1,2,10,5,2,1,6,4,8,117,117,117,833,833,200,200,200,141,116,117,1,1,847,788,0,
024,0,1,1,2,10,5,2,1,6,5,5,117,116,116,833,833,200,200,200,1006,128,1007,1,1,678,788,0,
024,0,1,1,2,10,5,2,1,6,6,4,117,117,117,833,833,200,200,200,1003,2,1005,1,1,1224,780,0,
024,0,1,1,2,10,5,2,1,6,7,2,116,117,117,833,833,200,200,200,1001,1,1002,1,1,876,780,0,
024,0,1,1,2,10,5,2,1,6,8,6,117,117,117,833,833,200,200,200,1006,115,1007,1,1,551,787,0,
024,0,1,1,2,10,5,2,2,7,1,3,117,117,116,833,833,200,200,200,1003,2,1004,1,1,753,787,0,
024,0,1,1,2,10,5,2,2,7,2,1,119,117,116,831,833,200,200,200,1001,1,1002,1,1,736,767,0,
024,0,1,1,2,10,5,2,2,7,3,7,117,117,117,833,833,200,200,200,107,103,116,1,1,786,754,0,
024,0,1,1,2,10,5,2,2,7,4,5,116,117,117,833,833,200,200,200,1006,124,1007,1,1,620,767,0,
024,0,1,1,2,10,5,2,2,7,5,4,116,116,117,833,833,200,200,200,1003,2,1005,1,1,758,754,0,
024,0,1,1,2,10,5,2,2,7,6,8,117,117,117,833,833,200,200,200,103,116,144,1,1,1016,754,0,
024,0,1,1,2,10,5,2,2,7,7,6,116,117,116,833,833,200,200,200,1006,107,1007,1,1,691,754,0,
024,0,1,1,2,10,5,2,2,7,8,2,117,117,116,833,833,200,200,200,1001,1,1002,1,1,879,746,0,
024,0,1,1,2,10,5,2,3,8,1,4,117,116,117,833,834,200,200,200,1003,2,1005,1,1,929,746,0,
024,0,1,1,2,10,5,2,3,8,2,2,116,116,116,834,833,200,200,200,1001,1,1002,1,1,915,746,0,
024,0,1,1,2,10,5,2,3,8,3,5,116,117,117,833,833,200,200,200,1006,102,1007,1,1,694,754,0,
024,0,1,1,2,10,5,2,3,8,4,3,117,116,116,834,834,200,200,200,1003,2,1004,1,1,657,754,0,
024,0,1,1,2,10,5,2,3,8,5,6,116,117,117,833,832,200,200,200,1006,134,1007,1,1,760,754,0,
024,0,1,1,2,10,5,2,3,8,6,1,117,116,117,833,833,200,200,200,1001,1,1002,1,1,852,757,0,
024,0,1,1,2,10,5,2,3,8,7,8,117,117,117,833,833,200,200,200,107,104,122,1,1,1023,759,0,
024,0,1,1,2,10,5,2,3,8,8,7,117,117,117,833,833,200,200,200,134,107,104,955,0,1420,773,0,
024,0,1,1,2,10,5,2,4,9,1,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,817,773,0,
024,0,1,1,2,10,5,2,4,9,2,7,117,117,117,833,833,200,200,200,120,141,147,1,1,1080,802,0,
024,0,1,1,2,10,5,2,4,9,3,5,118,116,117,832,833,200,200,200,1006,136,1007,1,1,685,802,0,
024,0,1,1,2,10,5,2,4,9,4,4,112,117,117,833,833,200,200,200,1003,2,1005,1,1,963,773,0,
024,0,1,1,2,10,5,2,4,9,5,6,117,117,117,833,833,200,200,200,1006,120,1007,1,1,958,802,0,
