ID,Age,Gender,Group,Routine,NBlocks,NSets4Block,Block,Set,SetInd,Triplet,Type,Prime1Dur,Prime2Dur,Prime3Dur,Named1Dur,Named2Dur,Named1Snd2VisDelay,Named2Snd2VisDelay,TargetSnd2VisDelay,Named1StmCode,Named2StmCode,TargetCode,TargetNRsp,TargetACC,TargetRT,TargetRTThresh,TargetRewardGiven?,
019,0,1,1,2,10,5,1,1,1,1,3,117,117,117,833,833,200,200,200,1003,2,1004,1,1,799,962,0,
019,0,1,1,2,10,5,1,1,1,2,7,117,117,116,833,834,200,200,200,110,105,129,1,1,676,950,0,
019,0,1,1,2,10,5,1,1,1,3,8,117,117,117,833,833,200,200,200,105,129,111,1,1,851,933,0,
019,0,1,1,2,10,5,1,1,1,4,1,116,116,117,833,834,200,200,200,1001,1,1002,1,1,1029,927,0,
019,0,1,1,2,10,5,1,1,1,5,6,117,117,116,833,834,200,200,200,1006,110,1007,1,1,811,950,0,
019,0,1,1,2,10,5,1,1,1,6,4,116,117,117,833,834,200,200,200,1003,2,1005,1,1,793,950,0,
019,0,1,1,2,10,5,1,1,1,7,5,117,117,117,833,833,201,200,200,1006,118,1007,1,1,807,927,0,
019,0,1,1,2,10,5,1,1,1,8,2,117,117,117,833,833,200,200,200,1001,1,1002,1,1,804,927,0,
019,0,1,1,2,10,5,1,2,2,1,6,117,117,117,833,833,200,200,200,1006,105,1007,1,1,651,899,0,
019,0,1,1,2,10,5,1,2,2,2,8,117,117,117,833,900,200,200,200,125,127,130,1,1,730,867,0,
019,0,1,1,2,10,5,1,2,2,3,2,117,116,117,833,833,200,200,200,1001,1,1002,1,1,840,842,0,
019,0,1,1,2,10,5,1,2,2,4,4,116,116,117,833,834,200,200,200,1003,2,1005,1,1,849,836,0,
019,0,1,1,2,10,5,1,2,2,5,7,117,117,116,833,833,200,200,200,105,125,127,1,1,809,836,0,
019,0,1,1,2,10,5,1,2,2,6,1,116,116,117,834,833,200,200,200,1001,1,1002,1,1,717,836,0,
019,0,1,1,2,10,5,1,2,2,7,3,116,117,117,833,832,200,200,200,1003,2,1004,1,1,909,822,0,
